lexeme_id	form_i	form_ii	gloss	alternation_type	source_henderson	source_zam_ngaih_cing	source_vsa_questionnaire	source_analyzer_inventory	source_bible_audit	source_project_review	source_notes	lexical_category	category_evidence	form_i_bible_attested	form_ii_bible_attested	form_i_clean_token_count	form_ii_clean_token_count	form_i_family_count	form_ii_family_count	clean_verb_form_i_count	clean_verb_form_ii_count	best_form_i_examples	best_form_ii_examples	best_clean_verb_form_i_examples	best_clean_verb_form_ii_examples	nominalized_examples	dependent_temporal_examples	purpose_examples	relative_or_attributive_examples	negative_examples	finite_predicate_examples	derived_or_causative_examples	compound_or_lexicalized_examples	homophone_or_noise_notes	bible_attestation_profile	lexical_pair_status	recommended_grammar_treatment	print_example_status	promotion_status	promotion_blocker	notes
kia-kiak	kia	kiak	fear	+k	no	no	no	yes	yes	no		lexical_verb	POS profile V:169, FUNC:14, N:9; clean verbal exact rows I=64, II=8. Exact verbal evidence survives after lexical-category filtering.	yes	yes	66	8	179	14	64	8	Song of Solomon 5:2 `kia` [finite_main_or_matrix; needs_analyzer_review]; Revelation 8:5 `kia` [finite_main_or_matrix; needs_analyzer_review]; Revelation 6:13 `kia` [finite_main_or_matrix; needs_analyzer_review]	Proverbs 24:31 `kiak` [finite_main_or_matrix; needs_analyzer_review]; Job 31:40 `kiak` [finite_main_or_matrix; needs_analyzer_review]; Job 24:24 `kiak` [finite_main_or_matrix; needs_analyzer_review]	Song of Solomon 5:2 `kia` [finite_main_or_matrix; needs_analyzer_review]; Revelation 8:5 `kia` [finite_main_or_matrix; needs_analyzer_review]; Revelation 6:13 `kia` [finite_main_or_matrix; needs_analyzer_review]	Proverbs 24:31 `kiak` [finite_main_or_matrix; needs_analyzer_review]; Job 31:40 `kiak` [finite_main_or_matrix; needs_analyzer_review]; Job 24:24 `kiak` [finite_main_or_matrix; needs_analyzer_review]			Matthew 18:30 `kia` [purpose_nadingin; needs_analyzer_review]; Job 37:6 `kia` [purpose_nadingin; needs_analyzer_review]	Matthew 21:44 `kia` [relative_or_attributive_mi; needs_analyzer_review]; Luke 20:18 `kia` [relative_or_attributive_mi; needs_analyzer_review]	Joshua 8:1 `lungkia` [negative_clause; needs_analyzer_review]; Joshua 1:9 `lungkia` [negative_clause; needs_analyzer_review]	Zechariah 4:10 `lungkia` [finite_main_or_matrix; needs_analyzer_review]; Zechariah 3:7 `kianga` [finite_main_or_matrix; needs_analyzer_review]	Romans 5:5 `lungkiasak` [causative_or_derivational_sak; exclude_for_now]; Revelation 13:13 `kiasak` [causative_or_derivational_sak; exclude_for_now]		Blocked noisy material includes kiasak, lungkiasak, kiasakin.	both_forms_cleanly_attested	likely_pair	discuss_under_nominalization_or_dependent_clauses	needs_analyzer_review	promote_with_caveat	needs_manual_philological_review	
kido-kidot	kido	kidot	fight	+t	no	no	no	yes	yes	no		lexical_verb	POS profile V:59, N:34, FUNC:9; clean verbal exact rows I=58, II=0. Exact verbal evidence survives after lexical-category filtering.	yes	yes	58	2	99	3	58	0	Numbers 10:9 `kido` [finite_main_or_matrix; needs_analyzer_review]; Nahum 3:3 `kido` [finite_main_or_matrix; needs_analyzer_review]; Matthew 24:7 `kido` [finite_main_or_matrix; needs_analyzer_review]	John 16:19 `kidot` [finite_main_or_matrix; needs_analyzer_review]; Haggai 2:12 `kidot` [dependent_temporal_ciangin; needs_analyzer_review]; John 1:28 `kidotna` [nominalized_na; needs_analyzer_review]	Numbers 10:9 `kido` [finite_main_or_matrix; needs_analyzer_review]; Nahum 3:3 `kido` [finite_main_or_matrix; needs_analyzer_review]; Matthew 24:7 `kido` [finite_main_or_matrix; needs_analyzer_review]		Zechariah 9:10 `Galkidona` [nominalized_na; needs_analyzer_review]; Revelation 6:4 `galkidona` [nominalized_na; needs_analyzer_review]	Haggai 2:12 `kidot` [dependent_temporal_ciangin; needs_analyzer_review]	Joshua 11:5 `kido` [purpose_nadingin; needs_analyzer_review]; 2 Kings 8:28 `kido` [purpose_nadingin; needs_analyzer_review]	Isaiah 19:2 `kido-in` [possessed_or_genitive_attributive; needs_analyzer_review]	Micah 4:3 `kido` [negative_clause; needs_analyzer_review]; Matthew 10:34 `kido` [negative_clause; needs_analyzer_review]	Numbers 10:9 `kido` [finite_main_or_matrix; needs_analyzer_review]; Nahum 3:3 `kido` [finite_main_or_matrix; needs_analyzer_review]				both_forms_cleanly_attested	likely_pair	discuss_under_nominalization_or_dependent_clauses	needs_analyzer_review	mention_in_inventory_only	no_clean_form_ii_verb_example	
lampi-lampih	lampi	lampih	way	+h	no	no	no	yes	yes	no		noun_or_nominal_compound	POS profile N:285, FUNC:75, PROP:3; clean verbal exact rows I=0, II=0. Current Bible hits are predominantly nominal, locative, or compound-like rather than verbal.	yes	yes	284	1	362	1	0	0	Psalms 35:6 `lampi` [finite_main_or_matrix; needs_analyzer_review]; Proverbs 6:23 `lampi` [finite_main_or_matrix; needs_analyzer_review]; Proverbs 21:5 `lampi` [finite_main_or_matrix; needs_analyzer_review]	Psalms 127:1 `lampih` [negative_clause; needs_analyzer_review]					Psalms 18:32 `lampi` [purpose_nadingin; needs_analyzer_review]; Ezekiel 40:31 `lampi` [purpose_nadingin; needs_analyzer_review]		Revelation 9:6 `lampi` [negative_clause; needs_analyzer_review]; Psalms 23:3 `lampi` [negative_clause; needs_analyzer_review]	Psalms 80:12 `lampi-ah` [finite_main_or_matrix; needs_analyzer_review]; Psalms 35:6 `lampi` [finite_main_or_matrix; needs_analyzer_review]				both_forms_cleanly_attested	likely_pair	discuss_under_lexicalized_or_excluded_forms	needs_analyzer_review	block_from_verb_inventory_pending_review	nominal_or_compound_examples_only	
lei-lei	lei	lei	buy	other / irregular / uncertain	no	no	yes	no	yes	no	Questionnaire evidence comes from the in-repo Zakaria/VSA materials; no separate Karius/Kariuss/Karias questionnaire file is present. *lei-I/*lei-II -> lei/lei. The questionnaire uses the same written form in both slots.	same_form_questionnaire_control	POS profile N:298; clean verbal exact rows I=0, II=0. Bible hits confirm the questionnaire control form, but not an overt written alternation.	yes	no	298	0	298	0	0	0	Proverbs 31:16 `lei` [finite_main_or_matrix; needs_analyzer_review]; Matthew 13:46 `lei` [finite_main_or_matrix; needs_analyzer_review]; Luke 9:13 `lei` [finite_main_or_matrix; needs_analyzer_review]						Song of Solomon 8:7 `lei` [purpose_nadingin; needs_analyzer_review]; Nehemiah 5:3 `lei` [purpose_nadingin; needs_analyzer_review]		Ruth 4:5 `lei` [negative_clause; needs_analyzer_review]; Revelation 18:13 `lei` [negative_clause; needs_analyzer_review]	Proverbs 31:16 `lei` [finite_main_or_matrix; needs_analyzer_review]; Matthew 13:46 `lei` [finite_main_or_matrix; needs_analyzer_review]			Questionnaire uses a same-form mapping, so Bible tokens do not independently prove a distinct written Form II.	form_i_only_attested	questionnaire_pair_bible_one_sided	mention_as_literature_or_questionnaire_only	needs_analyzer_review	mention_as_questionnaire_control	same_written_form_no_overt_alternation	Questionnaire keeps the same written form in both slots, so this row is treated as Form I only for Bible-attestation purposes. Only one stem side is currently attested cleanly in the Bible corpus.
lian-lian	lian	lian	big	other / irregular / uncertain	no	no	yes	no	yes	no	Questionnaire evidence comes from the in-repo Zakaria/VSA materials; no separate Karius/Kariuss/Karias questionnaire file is present. *lian-I/*lian-II -> lian/lian. The questionnaire uses the same written form in both slots.	same_form_questionnaire_control	POS profile ADJ:359; clean verbal exact rows I=0, II=0. Bible hits confirm the questionnaire control form, but not an overt written alternation.	yes	no	359	0	359	0	0	0	Psalms 76:1 `lian` [finite_main_or_matrix; needs_analyzer_review]; Psalms 70:4 `lian` [finite_main_or_matrix; needs_analyzer_review]; Psalms 35:27 `lian` [finite_main_or_matrix; needs_analyzer_review]						Ezekiel 38:7 `lian` [purpose_nadingin; needs_analyzer_review]; Ezekiel 21:11 `lian` [purpose_nadingin; needs_analyzer_review]	Matthew 19:30 `lian` [relative_or_attributive_mi; needs_analyzer_review]	Luke 1:43 `lian` [negative_clause; needs_analyzer_review]; Job 9:10 `lian` [negative_clause; needs_analyzer_review]	Psalms 76:1 `lian` [finite_main_or_matrix; needs_analyzer_review]; Psalms 70:4 `lian` [finite_main_or_matrix; needs_analyzer_review]			Questionnaire uses a same-form mapping, so Bible tokens do not independently prove a distinct written Form II.	form_i_only_attested	questionnaire_pair_bible_one_sided	mention_as_literature_or_questionnaire_only	needs_analyzer_review	mention_as_questionnaire_control	same_written_form_no_overt_alternation	Questionnaire keeps the same written form in both slots, so this row is treated as Form I only for Bible-attestation purposes. Only one stem side is currently attested cleanly in the Bible corpus.
lua-luah	lua	luah	exceed	+h	no	no	no	yes	yes	no		lexical_verb	POS profile N:222, V:209, FUNC:43; clean verbal exact rows I=0, II=194. Exact verbal evidence survives after lexical-category filtering.	yes	yes	111	194	220	254	0	194	Song of Solomon 6:5 `lua` [finite_main_or_matrix; needs_analyzer_review]; Proverbs 25:16 `lua` [finite_main_or_matrix; needs_analyzer_review]; Proverbs 23:23 `lua` [finite_main_or_matrix; needs_analyzer_review]	Zephaniah 2:7 `luah` [finite_main_or_matrix; needs_analyzer_review]; Romans 4:13 `luah` [finite_main_or_matrix; needs_analyzer_review]; Psalms 79:1 `luah` [finite_main_or_matrix; needs_analyzer_review]		Zephaniah 2:7 `luah` [finite_main_or_matrix; needs_analyzer_review]; Romans 4:13 `luah` [finite_main_or_matrix; needs_analyzer_review]; Psalms 79:1 `luah` [finite_main_or_matrix; needs_analyzer_review]	Numbers 4:14 `vutluahna` [nominalized_na; needs_analyzer_review]; Leviticus 27:22 `luahna` [nominalized_na; needs_analyzer_review]	Deuteronomy 3:12 `luah` [dependent_temporal_ciangin; needs_analyzer_review]	Psalms 37:34 `luah` [purpose_nadingin; needs_analyzer_review]; Psalms 33:12 `luah` [purpose_nadingin; needs_analyzer_review]	1 Samuel 30:10 `gimlua` [relative_or_attributive_mi; needs_analyzer_review]	Psalms 94:14 `luahte` [negative_clause; needs_analyzer_review]; Proverbs 6:30 `lua` [negative_clause; needs_analyzer_review]	Zephaniah 2:7 `luah` [finite_main_or_matrix; needs_analyzer_review]; Song of Solomon 6:5 `lua` [finite_main_or_matrix; needs_analyzer_review]	Numbers 32:4 `luahsak` [causative_or_derivational_sak; exclude_for_now]; Numbers 27:8 `luahsak` [causative_or_derivational_sak; exclude_for_now]		Blocked noisy material includes luahsak, luahkhawmsak.	both_forms_cleanly_attested	likely_pair	discuss_under_nominalization_or_dependent_clauses	needs_analyzer_review	mention_in_inventory_only	no_clean_form_i_verb_example	
mu-muh	mu	muh	see	+h	yes	yes	yes	yes	yes	yes	Questionnaire evidence comes from the in-repo Zakaria/VSA materials; no separate Karius/Kariuss/Karias questionnaire file is present. *muu-I/*muk-II -> mu/muh. Analyzer inventory also maps the same Form I base to mu-muk. `source_henderson=yes` means the in-repo literature review aligns this pair directly to Henderson; it does not claim an exhaustive extracted Henderson pair list. `source_zam_ngaih_cing=yes` means the in-repo literature review aligns this pair directly to Zam Ngaih Cing; it does not claim an exhaustive extracted Stem 1/2 list. This pair is discussed in current project review materials.	lexical_verb	POS profile V:1994, FUNC:287, N:73; clean verbal exact rows I=946, II=489. Exact verbal evidence survives after lexical-category filtering.	yes	yes	954	489	1361	993	946	489	Genesis 1:4 `mu` [finite_main_or_matrix; print_ready]; Zechariah 9:8 `mu` [finite_main_or_matrix; needs_analyzer_review]; Zechariah 6:1 `mu` [finite_main_or_matrix; needs_analyzer_review]	Genesis 19:19 `muhna-ah` [nominalized_na; print_ready]; Genesis 19:1 `muh` [dependent_temporal_ciangin; print_usable_with_caveat]; Zechariah 4:10 `muh` [finite_main_or_matrix; needs_analyzer_review]	Genesis 1:4 `mu` [finite_main_or_matrix; print_ready]; Zechariah 9:8 `mu` [finite_main_or_matrix; needs_analyzer_review]; Zechariah 6:1 `mu` [finite_main_or_matrix; needs_analyzer_review]	Genesis 19:1 `muh` [dependent_temporal_ciangin; print_usable_with_caveat]; Zechariah 4:10 `muh` [finite_main_or_matrix; needs_analyzer_review]; Zechariah 2:8 `muh` [finite_main_or_matrix; needs_analyzer_review]	Genesis 19:19 `muhna-ah` [nominalized_na; print_ready]; Zechariah 2:1 `muhna` [nominalized_na; needs_analyzer_review]	Genesis 19:1 `muh` [dependent_temporal_ciangin; print_usable_with_caveat]; Ruth 1:18 `muh` [dependent_temporal_ciangin; needs_analyzer_review]	Psalms 27:13 `mu` [purpose_nadingin; needs_analyzer_review]; Psalms 128:6 `mu` [purpose_nadingin; needs_analyzer_review]	Zephaniah 2:15 `mu` [relative_or_attributive_mi; needs_analyzer_review]; Psalms 69:4 `mudah` [relative_or_attributive_mi; needs_analyzer_review]	Zechariah 11:8 `mudah` [negative_clause; needs_analyzer_review]; Song of Solomon 5:6 `mu` [negative_clause; needs_analyzer_review]	Genesis 1:4 `mu` [finite_main_or_matrix; print_ready]; Zephaniah 1:17 `muatcip` [finite_main_or_matrix; needs_analyzer_review]	Proverbs 16:28 `kimudahsak` [causative_or_derivational_sak; exclude_for_now]; Proverbs 14:30 `muatsak` [causative_or_derivational_sak; exclude_for_now]		Blocked noisy material includes muhsak, musakkik, ihmusak, muatsak.	both_forms_cleanly_attested	established_pair	core_paradigm_example	print_ready	promote_to_main_grammar	none	Shared Form I base with mu-muk.
mu-muk	mu	muk	see	+k	no	no	no	yes	yes	no		analyzer_only_uncertain	POS profile N:30, V:5, PRON:1; clean verbal exact rows I=0, II=0. The analyzer proposes the pair, but the Bible evidence still needs philological review.	yes	yes	0	24	2	34	0	0		Psalms 59:7 `muk` [finite_main_or_matrix; needs_analyzer_review]; Psalms 59:12 `muk` [finite_main_or_matrix; needs_analyzer_review]; Psalms 50:16 `muk` [finite_main_or_matrix; needs_analyzer_review]								Psalms 59:7 `muk` [finite_main_or_matrix; needs_analyzer_review]; Psalms 59:12 `muk` [finite_main_or_matrix; needs_analyzer_review]				both_forms_attested_but_complex	likely_pair	ordinary_inventory_entry	needs_analyzer_review	discuss_as_difficult_case	analyzer_pair_only	Shared Form I base with mu-muh. Both forms are attested, but at least one side is clearest in dependent, nominalized, or otherwise non-bare environments.
mual-mualh	mual	mualh	mountain	+h	no	no	no	yes	yes	no		noun_or_nominal_compound	POS profile N:757, FUNC:102, V:4; clean verbal exact rows I=0, II=0. Current Bible hits are predominantly nominal, locative, or compound-like rather than verbal.	yes	yes	430	1	864	1	0	0	Ezekiel 43:9 `mual` [finite_main_or_matrix; needs_analyzer_review]; Psalms 89:12 `mual` [imperative_or_directive; needs_analyzer_review]; Song of Solomon 4:8 `Mual` [negative_clause; needs_analyzer_review]	Leviticus 13:56 `mualh` [quotative_or_say_complement; needs_analyzer_review]					1 Samuel 17:3 `mualtungah` [purpose_nadingin; needs_analyzer_review]	1 Chronicles 11:32 `mualkuam` [possessed_or_genitive_attributive; needs_analyzer_review]	Song of Solomon 4:8 `Mual` [negative_clause; needs_analyzer_review]; Song of Solomon 2:8 `mualte` [negative_clause; needs_analyzer_review]	Song of Solomon 4:8 `Mual-ah` [finite_main_or_matrix; needs_analyzer_review]; Song of Solomon 4:6 `mualtungah` [finite_main_or_matrix; needs_analyzer_review]				both_forms_cleanly_attested	likely_pair	discuss_under_lexicalized_or_excluded_forms	needs_analyzer_review	block_from_verb_inventory_pending_review	nominal_or_compound_examples_only	
ne-neh	ne	neh	eat	+h	no	no	no	yes	yes	no		analyzer_only_uncertain	POS profile N:26, V:6, FUNC:1; clean verbal exact rows I=0, II=0. The analyzer proposes the pair, but the Bible evidence still needs philological review.	no	yes	0	16	0	33	0	0		Luke 23:10 `neh` [finite_main_or_matrix; needs_analyzer_review]; Genesis 19:9 `neh` [finite_main_or_matrix; needs_analyzer_review]; Genesis 19:9 `neh` [finite_main_or_matrix; needs_analyzer_review]							Psalms 18:18 `nehthawh` [negative_clause; needs_analyzer_review]; Psalms 119:150 `nehta` [negative_clause; needs_analyzer_review]	Psalms 10:5 `nehpiksan` [finite_main_or_matrix; needs_analyzer_review]; Mark 5:31 `nehcihlam` [finite_main_or_matrix; needs_analyzer_review]				form_ii_only_attested	analyzer_pair_needs_review	omit_pending_evidence	needs_analyzer_review	mention_in_inventory_only	analyzer_pair_only	Shared Form I base with ne-nek. Only one stem side is currently attested cleanly in the Bible corpus.
ne-nek	ne	nek	eat	+k	yes	no	yes	yes	yes	yes	Questionnaire evidence comes from the in-repo Zakaria/VSA materials; no separate Karius/Kariuss/Karias questionnaire file is present. *ne-I/*nek-II -> ne/nek. Analyzer inventory also maps the same Form I base to ne-neh. `source_henderson=yes` means the in-repo literature review aligns this pair directly to Henderson; it does not claim an exhaustive extracted Henderson pair list. This pair is discussed in current project review materials.	lexical_verb	POS profile V:1066, FUNC:106, N:43; clean verbal exact rows I=549, II=191. Exact verbal evidence survives after lexical-category filtering.	yes	yes	558	191	774	441	549	191	Genesis 2:17 `ne` [negative_clause; print_ready]; Song of Solomon 5:1 `ne` [finite_main_or_matrix; needs_analyzer_review]; Ruth 2:14 `ne` [finite_main_or_matrix; needs_analyzer_review]	Genesis 2:17 `nek` [dependent_temporal_ni_in; print_ready]; Zephaniah 3:3 `nek` [finite_main_or_matrix; needs_analyzer_review]; Ruth 3:7 `nek` [finite_main_or_matrix; needs_analyzer_review]	Genesis 2:17 `ne` [negative_clause; print_ready]; Song of Solomon 5:1 `ne` [finite_main_or_matrix; needs_analyzer_review]; Ruth 2:14 `ne` [finite_main_or_matrix; needs_analyzer_review]	Genesis 2:17 `nek` [dependent_temporal_ni_in; print_ready]; Zephaniah 3:3 `nek` [finite_main_or_matrix; needs_analyzer_review]; Ruth 3:7 `nek` [finite_main_or_matrix; needs_analyzer_review]	Zechariah 9:17 `nekna` [nominalized_na; needs_analyzer_review]; Zechariah 9:17 `nekna` [nominalized_na; needs_analyzer_review]	Genesis 2:17 `nek` [dependent_temporal_ni_in; print_ready]; Zechariah 12:2 `nek` [dependent_temporal_ciangin; needs_analyzer_review]	Romans 14:6 `Nek` [purpose_nadingin; needs_analyzer_review]; Psalms 78:24 `nek` [purpose_nadingin; needs_analyzer_review]	Romans 14:6 `ne` [relative_or_attributive_mi; needs_analyzer_review]; Proverbs 30:14 `netum` [relative_or_attributive_mi; needs_analyzer_review]	Genesis 2:17 `ne` [negative_clause; print_ready]; Zechariah 9:7 `ne` [negative_clause; needs_analyzer_review]	Zephaniah 3:3 `nek` [finite_main_or_matrix; needs_analyzer_review]; Zechariah 7:6 `annek` [finite_main_or_matrix; needs_analyzer_review]	Song of Solomon 4:16 `nesak` [causative_or_derivational_sak; exclude_for_now]; Revelation 2:14 `nesakin` [causative_or_derivational_sak; exclude_for_now]		Blocked noisy material includes nesak, neksak, nesakin, neksakna.	both_forms_cleanly_attested	established_pair	core_paradigm_example	print_ready	promote_to_main_grammar	none	Shared Form I base with ne-neh.
nei-neih	nei	neih	have	+h	no	no	yes	yes	yes	yes	Questionnaire evidence comes from the in-repo Zakaria/VSA materials; no separate Karius/Kariuss/Karias questionnaire file is present. *nei-I/*neih-II -> nei/neih. This pair is discussed in current project review materials.	lexical_verb	POS profile V:2624, N:203, FUNC:119; clean verbal exact rows I=1747, II=410. Exact verbal evidence survives after lexical-category filtering.	yes	yes	1783	412	2126	823	1747	410	Genesis 11:30 `nei` [negative_clause; print_ready]; Zechariah 9:2 `nei` [finite_main_or_matrix; needs_analyzer_review]; Zechariah 4:2 `nei` [finite_main_or_matrix; needs_analyzer_review]	2 Samuel 23:8 `neih` [possessed_or_genitive_attributive; print_ready]; Zechariah 9:4 `neih` [finite_main_or_matrix; needs_analyzer_review]; Song of Solomon 3:11 `neih` [finite_main_or_matrix; needs_analyzer_review]	Genesis 11:30 `nei` [negative_clause; print_ready]; Zechariah 9:2 `nei` [finite_main_or_matrix; needs_analyzer_review]; Zechariah 4:2 `nei` [finite_main_or_matrix; needs_analyzer_review]	Zechariah 9:4 `neih` [finite_main_or_matrix; needs_analyzer_review]; Song of Solomon 3:11 `neih` [finite_main_or_matrix; needs_analyzer_review]; Ruth 4:15 `neih` [finite_main_or_matrix; needs_analyzer_review]	Zechariah 4:6 `neihna` [nominalized_na; needs_analyzer_review]; Zechariah 1:17 `neihkikna` [nominalized_na; needs_analyzer_review]	Romans 13:10 `neih` [dependent_temporal_ciangin; needs_analyzer_review]; Leviticus 15:19 `neih` [dependent_temporal_ciangin; needs_analyzer_review]	Ruth 1:12 `nei` [purpose_nadingin; needs_analyzer_review]; Ruth 1:12 `nei` [purpose_nadingin; needs_analyzer_review]	2 Samuel 23:8 `neih` [possessed_or_genitive_attributive; print_ready]; Romans 10:4 `nei` [relative_or_attributive_mi; needs_analyzer_review]	Genesis 11:30 `nei` [negative_clause; print_ready]; Zechariah 7:11 `nei` [negative_clause; needs_analyzer_review]	Zephaniah 2:9 `neihsa` [finite_main_or_matrix; needs_analyzer_review]; Zephaniah 2:7 `nei-in` [finite_main_or_matrix; needs_analyzer_review]	Romans 5:4 `neisak` [causative_or_derivational_sak; exclude_for_now]; Psalms 141:4 `neisak` [causative_or_derivational_sak; exclude_for_now]		Blocked noisy material includes neisak, neihsak.	both_forms_cleanly_attested	established_pair	core_paradigm_example	print_ready	promote_to_main_grammar	none	
ngai-ngaih	ngai	ngaih	think / love/need	+h	no	no	yes	yes	yes	yes	Questionnaire evidence comes from the in-repo Zakaria/VSA materials; no separate Karius/Kariuss/Karias questionnaire file is present. *ngai-I/*ngaih-II -> ngai/ngaih. This pair is discussed in current project review materials. Questionnaire gloss `love/need` and analyzer gloss `think` differ.	lexicalized_or_category_mixed	POS profile V:1138, N:326, FUNC:120; clean verbal exact rows I=434, II=52. The family mixes lexicalized, derivational, or category-shifting material. Clean exact verbal rows still survive apart from the blocked family material.	yes	yes	434	52	532	535	434	52	Zephaniah 3:7 `ngai` [finite_main_or_matrix; dossier_only]; Zechariah 3:7 `ngai` [finite_main_or_matrix; dossier_only]; Song of Solomon 8:13 `ngai` [finite_main_or_matrix; dossier_only]	Zechariah 3:7 `ngaih` [finite_main_or_matrix; dossier_only]; Song of Solomon 4:9 `ngaih` [finite_main_or_matrix; dossier_only]; Song of Solomon 4:8 `ngaih` [finite_main_or_matrix; dossier_only]	Zephaniah 3:7 `ngai` [finite_main_or_matrix; dossier_only]; Zechariah 3:7 `ngai` [finite_main_or_matrix; dossier_only]; Song of Solomon 8:13 `ngai` [finite_main_or_matrix; dossier_only]	Zechariah 3:7 `ngaih` [finite_main_or_matrix; dossier_only]; Song of Solomon 4:9 `ngaih` [finite_main_or_matrix; dossier_only]; Song of Solomon 4:8 `ngaih` [finite_main_or_matrix; dossier_only]	Song of Solomon 8:6 `ngaihna` [nominalized_na; dossier_only]; Song of Solomon 8:4 `kingaihna` [nominalized_na; dossier_only]	Psalms 39:3 `lungngaih` [dependent_temporal_ciangin; dossier_only]	Psalms 119:148 `lungngaingai` [purpose_nadingin; dossier_only]; Nehemiah 1:6 `ngai` [purpose_nadingin; dossier_only]		Zephaniah 3:2 `ngai` [negative_clause; dossier_only]; Zechariah 7:13 `ngai` [negative_clause; dossier_only]	Zephaniah 3:7 `ngai` [finite_main_or_matrix; dossier_only]; Zechariah 3:7 `ngaih` [finite_main_or_matrix; dossier_only]		Zechariah 7:11 `ngaihsutin` [compound_or_lexicalized; exclude_for_now]; Zechariah 7:10 `ngaihsut` [compound_or_lexicalized; exclude_for_now]	`ngaihsun/ngaihsut/ngaihsutna` remain lexical-family contamination unless a row can be justified independently. Blocked noisy material includes ngaihsun, ngaihsutna, ngaihsut, ngaihsutnate.	both_forms_cleanly_attested	likely_pair	discuss_under_lexicalized_or_excluded_forms	dossier_only	discuss_as_difficult_case	lexicalized_family_contamination	
no-noh	no	noh	young	+h	no	no	no	yes	yes	no		stative_or_adjectival_predicate	POS profile N:629, PROP:79, PRON:23; clean verbal exact rows I=0, II=0. The surviving evidence looks chiefly predicative or adjectival rather than like a lexical action verb.	yes	yes	299	1	755	2	0	0	Matthew 24:32 `no` [dependent_temporal_ciangin; needs_analyzer_review]; Mark 13:28 `no` [dependent_temporal_ciangin; needs_analyzer_review]; Genesis 39:17 `no` [purpose_nadingin; needs_analyzer_review]	Genesis 26:8 `noh` [unknown_or_needs_review; needs_analyzer_review]; Judges 20:43 `Nohah` [finite_main_or_matrix; needs_analyzer_review]			Psalms 65:13 `lonona` [nominalized_na; needs_analyzer_review]; Psalms 23:2 `nona-ah` [nominalized_na; needs_analyzer_review]	Matthew 24:32 `no` [dependent_temporal_ciangin; needs_analyzer_review]; Mark 13:28 `no` [dependent_temporal_ciangin; needs_analyzer_review]	Leviticus 25:12 `note-a` [purpose_nadingin; needs_analyzer_review]; Genesis 39:17 `no` [purpose_nadingin; needs_analyzer_review]	Ecclesiastes 4:15 `khangno` [relative_or_attributive_mi; needs_analyzer_review]	Song of Solomon 8:14 `sakhitalno` [negative_clause; needs_analyzer_review]; Romans 2:27 `no` [negative_clause; needs_analyzer_review]	Psalms 90:5 `nokik` [finite_main_or_matrix; needs_analyzer_review]; Numbers 6:10 `vakhuno` [finite_main_or_matrix; needs_analyzer_review]	Psalms 69:32 `nosuaksakkik` [causative_or_derivational_sak; exclude_for_now]; Psalms 68:9 `nosuaksakkik` [causative_or_derivational_sak; exclude_for_now]		Blocked noisy material includes nosuaksakkik, nosakkik, nosak.	both_forms_cleanly_attested	likely_pair	discuss_under_lexicalized_or_excluded_forms	needs_analyzer_review	mention_in_inventory_only	category_mismatch	
nuam-nuam	nuam	nuam	comfortable/want	other / irregular / uncertain	no	no	yes	no	yes	no	Questionnaire evidence comes from the in-repo Zakaria/VSA materials; no separate Karius/Kariuss/Karias questionnaire file is present. *nuam-I/*nuam-II -> nuam/nuam. The questionnaire uses the same written form in both slots.	same_form_questionnaire_control	POS profile ADJ:472, V:2; clean verbal exact rows I=2, II=0. Bible hits confirm the questionnaire control form, but not an overt written alternation.	yes	no	474	0	474	0	2	0	Zechariah 9:17 `nuam` [finite_main_or_matrix; needs_analyzer_review]; Psalms 4:7 `nuam` [finite_main_or_matrix; needs_analyzer_review]; Psalms 14:6 `nuam` [finite_main_or_matrix; needs_analyzer_review]		Genesis 43:23 `“Nuam` [finite_main_or_matrix; needs_analyzer_review]; 1 Samuel 1:17 `“Nuam` [finite_main_or_matrix; needs_analyzer_review]				Ezra 6:22 `nuam` [purpose_nadingin; needs_analyzer_review]	Matthew 1:19 `nuam` [relative_or_attributive_mi; needs_analyzer_review]; Matthew 12:10 `nuam` [relative_or_attributive_mi; needs_analyzer_review]	Zephaniah 3:3 `nuam` [negative_clause; needs_analyzer_review]; Zephaniah 3:2 `nuam` [negative_clause; needs_analyzer_review]	Zechariah 9:17 `nuam` [finite_main_or_matrix; needs_analyzer_review]; Psalms 4:7 `nuam` [finite_main_or_matrix; needs_analyzer_review]			Questionnaire uses a same-form mapping, so Bible tokens do not independently prove a distinct written Form II.	form_i_only_attested	questionnaire_pair_bible_one_sided	mention_as_literature_or_questionnaire_only	needs_analyzer_review	mention_as_questionnaire_control	same_written_form_no_overt_alternation	Questionnaire keeps the same written form in both slots, so this row is treated as Form I only for Bible-attestation purposes. Only one stem side is currently attested cleanly in the Bible corpus.
